Filial,Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
RIBAS,SYD5G01,Pro LOG,06/08/2025 23:47:53,07/08/2025 00:29:57,07/08/2025 01:30:05,Saiu da cerca,42m,39450,593678,185128
RIBAS,SYD5F90,Abastecimento Frotas RRP,07/08/2025 00:27:24,07/08/2025 00:28:58,07/08/2025 01:29:04,Saiu da cerca,1m,39450,595283,170896
RIBAS,SYD5F90,Pro LOG,07/08/2025 00:27:24,07/08/2025 00:28:58,07/08/2025 01:29:04,Saiu da cerca,1m,39450,595283,185128
RIBAS,SYD5G54,Enlonamento RRP,07/08/2025 00:28:20,07/08/2025 00:28:55,07/08/2025 01:29:04,Saiu da cerca,0m,39450,585061,184474
RIBAS,SYD5F91,Abastecimento Frotas RRP,06/08/2025 23:42:46,07/08/2025 00:28:49,07/08/2025 01:28:59,Saiu da cerca,46m,39450,593043,170896
RIBAS,SYD5F91,Pro LOG,06/08/2025 23:42:46,07/08/2025 00:28:49,07/08/2025 01:28:59,Saiu da cerca,46m,39450,593043,185128
RIBAS,SYD5G57,Abastecimento Frotas RRP,06/08/2025 23:53:06,07/08/2025 00:27:23,07/08/2025 01:27:28,Saiu da cerca,34m,39450,595761,170896
RIBAS,SYD5G57,Pro LOG,06/08/2025 23:53:54,07/08/2025 00:27:23,07/08/2025 01:27:28,Saiu da cerca,33m,39450,595761,185128
FILIAL 16622,SYD5G39,PB Lopes,06/08/2025 22:23:57,07/08/2025 00:21:59,07/08/2025 01:26:07,Saiu da cerca,1h 58m,16622,621364,181601
RIBAS,RWD4B32,Agua Clara,07/08/2025 00:16:29,07/08/2025 00:25:30,07/08/2025 01:25:37,Saiu da cerca,9m,44459,620722,171261
FILIAL 16622,SYD5G60,TRAJETO PA X APARECIDA 2,06/08/2025 23:23:29,07/08/2025 00:19:52,07/08/2025 01:25:12,Saiu da cerca,56m,16622,584818,69021
RIBAS,SYD5G53,Oficina JSL,07/08/2025 00:24:30,,07/08/2025 01:24:36,Entrou na cerca,,39450,583522,181600
FILIAL 16622,SYD5G60,SELVIRIA,06/08/2025 23:47:17,06/08/2025 23:51:21,07/08/2025 01:24:21,Saiu da cerca,4m,16622,584818,51127
RIBAS,SMG9B17,Descarga INO,07/08/2025 00:12:39,07/08/2025 00:22:13,07/08/2025 01:24:01,Saiu da cerca,9m,44459,613279,169315
RIBAS,SMG9B17,Desc. INO,07/08/2025 00:12:39,07/08/2025 00:22:13,07/08/2025 01:24:01,Saiu da cerca,9m,44459,613279,185561
RIBAS,SYD5G54,Carregamento Fabrica RRP,06/08/2025 22:29:25,07/08/2025 00:23:49,07/08/2025 01:23:56,Saiu da cerca,1h 54m,39450,585061,170885
RIBAS,SYD5G35,Descarga Inocencia,07/08/2025 00:13:46,07/08/2025 00:18:10,07/08/2025 01:23:56,Saiu da cerca,4m,39450,595763,171260
RIBAS,SMG9B17,Terminal Inocencia,06/08/2025 23:55:45,07/08/2025 00:10:38,07/08/2025 01:23:51,Saiu da cerca,14m,44459,613279,185549
RIBAS,SMG9B17,Patio Carregado INO,06/08/2025 23:55:45,07/08/2025 00:08:38,07/08/2025 01:23:51,Saiu da cerca,12m,44459,613279,185552
RIBAS,SMG9B17,Descarga INO,07/08/2025 00:08:38,07/08/2025 00:10:38,07/08/2025 01:23:51,Saiu da cerca,2m,44459,613279,169315
RIBAS,SMG9B17,Desc. INO,07/08/2025 00:08:38,07/08/2025 00:10:38,07/08/2025 01:23:51,Saiu da cerca,2m,44459,613279,185561
RIBAS,SYD5G27,Buffer frotas ,06/08/2025 23:50:41,07/08/2025 00:22:48,07/08/2025 01:22:55,Saiu da cerca,32m,39450,595760,170884
RIBAS,SMG9C17,Descarga INO,07/08/2025 00:00:01,07/08/2025 00:16:02,07/08/2025 01:22:20,Saiu da cerca,16m,44459,613399,169315
RIBAS,SMG9C17,Desc. INO,07/08/2025 00:07:43,07/08/2025 00:16:02,07/08/2025 01:22:20,Saiu da cerca,8m,44459,613399,185561
RIBAS,SYL4A20,Descarga Inocencia,06/08/2025 23:41:11,07/08/2025 00:21:20,07/08/2025 01:21:49,Saiu da cerca,40m,39450,595262,171260
RIBAS,SYD5G61,Descarga Inocencia,06/08/2025 23:36:50,07/08/2025 00:19:19,07/08/2025 01:19:58,Saiu da cerca,42m,39450,595762,171260
RIBAS,SYD5G54,Carregamento RRp,06/08/2025 23:58:13,07/08/2025 00:19:48,07/08/2025 01:19:54,Saiu da cerca,21m,39450,585061,169314
RIBAS,SYL4A20,Terminal Inocencia,06/08/2025 23:44:40,07/08/2025 00:19:20,07/08/2025 01:19:28,Saiu da cerca,34m,39450,595262,185549
RIBAS,SMH0F11,Enlonamento RRP,07/08/2025 00:15:20,07/08/2025 00:18:51,07/08/2025 01:19:28,Saiu da cerca,3m,44459,618629,184474
RIBAS,SYL4A20,Patio Carregado INO,07/08/2025 00:11:15,07/08/2025 00:19:20,07/08/2025 01:19:28,Saiu da cerca,8m,39450,595262,185552
RIBAS,RWB3C06,Carregamento Fabrica RRP,06/08/2025 23:58:46,07/08/2025 00:12:11,07/08/2025 01:18:57,Saiu da cerca,13m,44459,610501,170885
RIBAS,RWB3C06,Enlonamento RRP,06/08/2025 23:58:46,07/08/2025 00:12:11,07/08/2025 01:18:57,Saiu da cerca,13m,44459,610501,184474
RIBAS,SYD5G61,Terminal Inocencia,07/08/2025 00:05:10,07/08/2025 00:17:18,07/08/2025 01:18:42,Saiu da cerca,12m,39450,595762,185549
RIBAS,SYD5G61,Patio Vazio INO,07/08/2025 00:05:10,07/08/2025 00:17:18,07/08/2025 01:18:42,Saiu da cerca,12m,39450,595762,185554
RIBAS,SYD5G63,Carregamento Fabrica RRP,07/08/2025 00:04:48,07/08/2025 00:17:53,07/08/2025 01:18:07,Saiu da cerca,13m,39450,595770,170885
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 1,06/08/2025 23:42:26,07/08/2025 00:16:36,07/08/2025 01:17:31,Saiu da cerca,34m,16622,589829,69019
RIBAS,SYL4A20,Descarga INO,06/08/2025 23:53:47,07/08/2025 00:11:15,07/08/2025 01:16:30,Saiu da cerca,17m,39450,595262,169315
RIBAS,SYL4A20,Desc. INO,07/08/2025 00:01:52,07/08/2025 00:11:15,07/08/2025 01:16:30,Saiu da cerca,9m,39450,595262,185561
RIBAS,SYD5G16,Carregamento RRp,07/08/2025 00:15:07,07/08/2025 00:16:07,07/08/2025 01:16:15,Saiu da cerca,1m,39450,595366,169314
RIBAS,SMG9C17,Patio Vazio INO,07/08/2025 00:00:01,07/08/2025 00:07:43,07/08/2025 01:15:40,Saiu da cerca,7m,44459,613399,185554
RIBAS,SMG9C17,Patio Carregado INO,06/08/2025 23:45:04,07/08/2025 00:00:01,07/08/2025 01:14:54,Saiu da cerca,14m,44459,613399,185552
RIBAS,SYD5G20,Agua Clara,06/08/2025 22:31:29,07/08/2025 00:12:20,07/08/2025 01:12:28,Saiu da cerca,1h 40m,39450,595768,171261
RIBAS,SYD5G20,PA AGUA CLARA,06/08/2025 22:39:33,07/08/2025 00:12:20,07/08/2025 01:12:28,Saiu da cerca,1h 32m,39450,595768,185766
RIBAS,SYD5G26,Descarga Inocencia,06/08/2025 23:14:10,07/08/2025 00:00:48,07/08/2025 01:10:46,Saiu da cerca,46m,39450,593026,171260
RIBAS,SYD5G26,Terminal Inocencia,06/08/2025 23:17:46,06/08/2025 23:58:47,07/08/2025 01:10:46,Saiu da cerca,41m,39450,593026,185549
RIBAS,SYD5G26,Patio Carregado INO,06/08/2025 23:43:37,06/08/2025 23:58:47,07/08/2025 01:10:46,Saiu da cerca,15m,39450,593026,185552
RIBAS,SYL4A20,Patio Vazio INO,06/08/2025 23:53:47,07/08/2025 00:01:52,07/08/2025 01:10:41,Saiu da cerca,8m,39450,595262,185554
RIBAS,SMH0F11,Carregamento RRp,06/08/2025 23:44:28,07/08/2025 00:09:23,07/08/2025 01:09:30,Saiu da cerca,24m,44459,618629,169314
RIBAS,SYD5G61,Descarga INO,06/08/2025 23:51:46,07/08/2025 00:03:08,07/08/2025 01:08:35,Saiu da cerca,11m,39450,595762,169315
RIBAS,SYD5G61,Desc. INO,06/08/2025 23:51:46,07/08/2025 00:03:08,07/08/2025 01:08:35,Saiu da cerca,11m,39450,595762,185561
RIBAS,SYD5G61,Descarga INO,07/08/2025 00:05:10,07/08/2025 00:06:34,07/08/2025 01:08:35,Saiu da cerca,1m,39450,595762,169315
RIBAS,SYD5G61,Terminal Inocencia,06/08/2025 23:40:52,07/08/2025 00:03:08,07/08/2025 01:08:34,Saiu da cerca,22m,39450,595762,185549
RIBAS,SYD5G61,Patio Carregado INO,06/08/2025 23:40:52,06/08/2025 23:51:46,07/08/2025 01:05:42,Saiu da cerca,10m,39450,595762,185552
RIBAS,SYE7D14,PA AGUA CLARA,07/08/2025 00:04:45,,07/08/2025 01:04:57,Entrou na cerca,,39450,595766,185766
RIBAS,SYE7D13,Enlonamento RRP,06/08/2025 23:56:38,07/08/2025 00:03:58,07/08/2025 01:04:06,Saiu da cerca,7m,39450,600023,184474
RIBAS,SYD5G05,Carregamento RRp,06/08/2025 23:58:17,07/08/2025 00:00:18,07/08/2025 01:03:51,Saiu da cerca,2m,39450,584796,169314
RIBAS,SYD5G36,Carregamento RRp,06/08/2025 23:57:16,06/08/2025 23:59:17,07/08/2025 01:03:21,Saiu da cerca,2m,39450,595362,169314
RIBAS,SYD5G51,Oficina JSL,07/08/2025 00:01:00,07/08/2025 00:03:01,07/08/2025 01:03:10,Saiu da cerca,2m,39450,593018,181600
RIBAS,SYD5G37,Oficina JSL,06/08/2025 23:27:22,07/08/2025 00:01:27,07/08/2025 01:01:34,Saiu da cerca,34m,39450,593622,181600
RIBAS,SYE7D14,Agua Clara,07/08/2025 00:00:43,,07/08/2025 01:00:54,Entrou na cerca,,39450,595766,171261
RIBAS,SYD5G16,Carregamento RRp,06/08/2025 23:47:28,06/08/2025 23:59:45,07/08/2025 00:59:53,Saiu da cerca,12m,39450,595366,169314
FILIAL 16622,SYR4E33,AREA EXTERNA SUZANO,06/08/2025 23:58:03,06/08/2025 23:58:56,07/08/2025 00:59:02,Saiu da cerca,0m,16622,589699,75698
FILIAL 16622,SYR4E33,Carregamento Fabrica,06/08/2025 22:29:31,06/08/2025 23:58:03,07/08/2025 00:58:07,Saiu da cerca,1h 28m,16622,589699,185186
RIBAS,RWB3C06,Carregamento Fabrica RRP,06/08/2025 22:39:27,06/08/2025 23:56:46,07/08/2025 00:56:51,Saiu da cerca,1h 17m,44459,610501,170885
RIBAS,RWB3C06,Carregamento RRp,06/08/2025 23:31:40,06/08/2025 23:56:46,07/08/2025 00:56:51,Saiu da cerca,25m,44459,610501,169314
RIBAS,SYL4A20,Patio Carregado INO,06/08/2025 23:44:40,06/08/2025 23:53:47,07/08/2025 00:54:04,Saiu da cerca,9m,39450,595262,185552
RIBAS,SYD5G63,Carregamento Fabrica RRP,06/08/2025 23:47:08,06/08/2025 23:52:56,07/08/2025 00:53:03,Saiu da cerca,5m,39450,595770,170885
FILIAL 16622,SYD5F94,MONTANINI,06/08/2025 23:52:13,06/08/2025 23:52:48,07/08/2025 00:52:53,Saiu da cerca,0m,16622,586850,51131
FILIAL 16622,SYD5F88,TRAJETO PA X APARECIDA 3,06/08/2025 23:47:55,06/08/2025 23:52:08,07/08/2025 00:52:18,Saiu da cerca,4m,16622,582309,69023
RIBAS,SYD5G19,Buffer frotas ,06/08/2025 23:25:27,06/08/2025 23:50:37,07/08/2025 00:50:47,Saiu da cerca,25m,39450,595390,170884
FILIAL 16622,SYD5F94,TRAJETO PA,06/08/2025 23:48:05,06/08/2025 23:49:59,07/08/2025 00:50:01,Saiu da cerca,1m,16622,586850,69013
RIBAS,SYD5G26,Descarga INO,06/08/2025 23:30:07,06/08/2025 23:43:37,07/08/2025 00:49:31,Saiu da cerca,13m,39450,593026,169315
RIBAS,SYD5G26,Desc. INO,06/08/2025 23:30:07,06/08/2025 23:43:37,07/08/2025 00:49:31,Saiu da cerca,13m,39450,593026,185561
RIBAS,SYD5G56,Carregamento RRp,06/08/2025 23:46:23,06/08/2025 23:49:24,07/08/2025 00:49:31,Saiu da cerca,3m,39450,595769,169314
RIBAS,RWD4B32,Posto Mutum,06/08/2025 23:47:24,06/08/2025 23:49:25,07/08/2025 00:49:31,Saiu da cerca,2m,44459,620722,174412
FILIAL 16622,SYD5F94,PA Celulose,06/08/2025 23:17:54,06/08/2025 23:48:05,07/08/2025 00:48:10,Saiu da cerca,30m,16622,586850,94377
RIBAS,SYD5G36,Carregamento RRp,06/08/2025 23:41:30,06/08/2025 23:46:01,07/08/2025 00:46:04,Saiu da cerca,4m,39450,595362,169314
RIBAS,SYD5G63,Carregamento Fabrica RRP,06/08/2025 22:34:52,06/08/2025 23:45:06,07/08/2025 00:45:13,Saiu da cerca,1h 10m,39450,595770,170885
FILIAL 16622,SYD5F88,TRAJETO PA X APARECIDA 3,06/08/2025 23:20:39,06/08/2025 23:43:55,07/08/2025 00:44:02,Saiu da cerca,23m,16622,582309,69023
RIBAS,SYD5G63,Enlonamento RRP,06/08/2025 23:42:08,06/08/2025 23:43:48,07/08/2025 00:44:02,Saiu da cerca,1m,39450,595770,184474
RIBAS,SYE7D13,Enlonamento RRP,06/08/2025 23:41:33,06/08/2025 23:43:33,07/08/2025 00:43:42,Saiu da cerca,2m,39450,600023,184474
RIBAS,SYD5G63,Carregamento RRp,06/08/2025 23:13:44,06/08/2025 23:42:08,07/08/2025 00:42:46,Saiu da cerca,28m,39450,595770,169314
RIBAS,SYD5G27,Abastecimento Frotas RRP,06/08/2025 23:32:03,06/08/2025 23:42:38,07/08/2025 00:42:46,Saiu da cerca,10m,39450,595760,170896
FILIAL 16622,SYR4E37,TRAJETO FABRICA X PA,06/08/2025 22:59:53,06/08/2025 23:42:26,07/08/2025 00:42:31,Saiu da cerca,42m,16622,589829,69017
RIBAS,SMG9I17,Abastecimento Frotas RRP,06/08/2025 23:33:45,06/08/2025 23:41:38,07/08/2025 00:41:45,Saiu da cerca,7m,44459,617788,170896
RIBAS,SMG9I17,Pro LOG,06/08/2025 23:33:45,06/08/2025 23:41:38,07/08/2025 00:41:45,Saiu da cerca,7m,44459,617788,185128
RIBAS,QUA0J34,Agua Clara,06/08/2025 23:31:09,06/08/2025 23:41:17,07/08/2025 00:41:25,Saiu da cerca,10m,44459,610648,171261
RIBAS,SYD5G27,Pro LOG,06/08/2025 23:32:45,06/08/2025 23:40:34,07/08/2025 00:40:44,Saiu da cerca,7m,39450,595760,185128
RIBAS,SYD5G26,Patio Carregado INO,06/08/2025 23:17:46,06/08/2025 23:30:07,07/08/2025 00:40:39,Saiu da cerca,12m,39450,593026,185552
RIBAS,SYD5G01,Oficina JSL,06/08/2025 22:47:25,06/08/2025 23:39:59,07/08/2025 00:40:04,Saiu da cerca,52m,39450,593678,181600
RIBAS,SMG6H57,Agua Clara,06/08/2025 23:29:54,06/08/2025 23:39:01,07/08/2025 00:39:08,Saiu da cerca,9m,44459,616812,171261
RIBAS,SYE4C10,Enlonamento RRP,06/08/2025 23:36:37,06/08/2025 23:38:37,07/08/2025 00:38:48,Saiu da cerca,2m,39450,595765,184474
RIBAS,SYD5G05,Enlonamento RRP,06/08/2025 23:35:41,06/08/2025 23:36:54,07/08/2025 00:37:02,Saiu da cerca,1m,39450,584796,184474
RIBAS,SYD5G16,Enlonamento RRP,06/08/2025 23:19:15,06/08/2025 23:36:13,07/08/2025 00:36:21,Saiu da cerca,16m,39450,595366,184474
RIBAS,SYE7D13,Enlonamento RRP,06/08/2025 23:20:09,06/08/2025 23:34:45,07/08/2025 00:34:55,Saiu da cerca,14m,39450,600023,184474
RIBAS,SYD5G36,Carregamento RRp,06/08/2025 23:20:32,06/08/2025 23:33:22,07/08/2025 00:33:29,Saiu da cerca,12m,39450,595362,169314
RIBAS,SYD5G56,Carregamento RRp,06/08/2025 23:27:16,06/08/2025 23:33:17,07/08/2025 00:33:24,Saiu da cerca,6m,39450,595769,169314
RIBAS,SYD5G05,Enlonamento RRP,06/08/2025 22:32:57,06/08/2025 23:31:56,07/08/2025 00:32:33,Saiu da cerca,58m,39450,584796,184474
RIBAS,FOW8J57,Agua Clara,06/08/2025 23:17:33,06/08/2025 23:30:40,07/08/2025 00:30:52,Saiu da cerca,13m,44459,611593,171261
RIBAS,SYE4C10,Enlonamento RRP,06/08/2025 23:19:43,06/08/2025 23:30:36,07/08/2025 00:30:42,Saiu da cerca,10m,39450,595765,184474
RIBAS,SMG9I17,Oficina JSL,06/08/2025 23:17:17,06/08/2025 23:29:35,07/08/2025 00:29:41,Saiu da cerca,12m,44459,617788,181600
RIBAS,SYE7D16,Abastecimento Frotas RRP,06/08/2025 23:20:09,06/08/2025 23:29:27,07/08/2025 00:29:36,Saiu da cerca,9m,39450,600098,170896
RIBAS,SYE7D16,Pro LOG,06/08/2025 23:20:09,06/08/2025 23:29:27,07/08/2025 00:29:36,Saiu da cerca,9m,39450,600098,185128
RIBAS,SYE7D16,Buffer frotas ,06/08/2025 23:29:27,,07/08/2025 00:29:36,Entrou na cerca,,39450,600098,170884
RIBAS,SYD5G23,Descarga Inocencia,06/08/2025 22:43:18,06/08/2025 23:24:38,07/08/2025 00:29:06,Saiu da cerca,41m,39450,595363,171260
FILIAL 16622,SYD5F88,TRAJETO PA X APARECIDA 2,06/08/2025 22:17:17,06/08/2025 23:20:39,07/08/2025 00:26:19,Saiu da cerca,1h 3m,16622,582309,69021
RIBAS,SYD5G19,Carregamento Fabrica RRP,06/08/2025 21:36:34,06/08/2025 23:25:27,07/08/2025 00:25:38,Saiu da cerca,1h 48m,39450,595390,170885
RIBAS,SYD5G56,Carregamento RRp,06/08/2025 23:23:14,06/08/2025 23:25:14,07/08/2025 00:25:18,Saiu da cerca,2m,39450,595769,169314
FILIAL 16622,SYD5G60,TRAJETO PA X APARECIDA 1,06/08/2025 23:22:35,06/08/2025 23:23:29,07/08/2025 00:23:32,Saiu da cerca,0m,16622,584818,69019
RIBAS,SYD5G19,Enlonamento RRP,06/08/2025 22:49:32,06/08/2025 23:23:12,07/08/2025 00:23:22,Saiu da cerca,33m,39450,595390,184474
RIBAS,SYD5G23,Terminal Inocencia,06/08/2025 22:58:27,06/08/2025 23:22:36,07/08/2025 00:22:46,Saiu da cerca,24m,39450,595363,185549
RIBAS,SYD5G23,Patio Carregado INO,06/08/2025 23:12:47,06/08/2025 23:22:36,07/08/2025 00:22:46,Saiu da cerca,9m,39450,595363,185552
FILIAL 16622,SYD5F94,TRAJETO PA,06/08/2025 23:17:33,06/08/2025 23:17:54,07/08/2025 00:21:46,Saiu da cerca,0m,16622,586850,69013
FILIAL 16622,SYD5F94,TRAJETO FABRICA X PA,06/08/2025 22:35:28,06/08/2025 23:17:33,07/08/2025 00:21:41,Saiu da cerca,42m,16622,586850,69017
RIBAS,SYD5G37,Buffer frotas ,06/08/2025 22:57:54,06/08/2025 23:21:19,07/08/2025 00:21:25,Saiu da cerca,23m,39450,593622,170884
FILIAL 16622,SYD5G60,TRAJETO PA X APARECIDA 1,06/08/2025 22:29:26,06/08/2025 23:18:52,07/08/2025 00:18:59,Saiu da cerca,49m,16622,584818,69019
RIBAS,SYD5G21,Agua Clara,06/08/2025 22:13:00,06/08/2025 23:18:44,07/08/2025 00:18:49,Saiu da cerca,1h 5m,39450,595259,171261
RIBAS,QTQ0F44,Agua Clara,06/08/2025 22:30:46,06/08/2025 23:14:49,07/08/2025 00:18:23,Saiu da cerca,44m,44459,610552,171261
RIBAS,SMG2D73,Agua Clara,06/08/2025 23:07:54,06/08/2025 23:17:58,07/08/2025 00:18:08,Saiu da cerca,10m,44459,612374,171261
RIBAS,SYD5G44,Agua Clara,06/08/2025 22:24:00,06/08/2025 23:16:45,07/08/2025 00:16:52,Saiu da cerca,52m,39450,586866,171261
RIBAS,SYD5G21,PA AGUA CLARA,06/08/2025 22:23:09,06/08/2025 23:16:42,07/08/2025 00:16:47,Saiu da cerca,53m,39450,595259,185766
RIBAS,SYD5G23,Descarga INO,06/08/2025 22:58:27,06/08/2025 23:12:47,07/08/2025 00:16:42,Saiu da cerca,14m,39450,595363,169315
RIBAS,SYD5G23,Desc. INO,06/08/2025 22:58:27,06/08/2025 23:12:47,07/08/2025 00:16:42,Saiu da cerca,14m,39450,595363,185561
RIBAS,SYD5G51,Posto Mutum,06/08/2025 23:12:44,06/08/2025 23:13:44,07/08/2025 00:16:27,Saiu da cerca,1m,39450,593018,174412
RIBAS,SYD5G52,Buffer frotas ,06/08/2025 21:31:44,06/08/2025 23:15:24,07/08/2025 00:16:17,Saiu da cerca,1h 43m,39450,586871,170884
RIBAS,SYD5G56,Enlonamento RRP,06/08/2025 23:13:39,06/08/2025 23:15:40,07/08/2025 00:15:46,Saiu da cerca,2m,39450,595769,184474
RIBAS,SYD5G36,Buffer frotas ,06/08/2025 22:25:00,06/08/2025 23:13:04,07/08/2025 00:13:09,Saiu da cerca,48m,39450,595362,170884
RIBAS,SYD5G56,Buffer frotas ,06/08/2025 21:34:34,06/08/2025 23:11:38,07/08/2025 00:11:43,Saiu da cerca,1h 37m,39450,595769,170884
RIBAS,SYD5G63,Carregamento RRp,06/08/2025 23:01:33,06/08/2025 23:11:09,07/08/2025 00:11:17,Saiu da cerca,9m,39450,595770,169314
RIBAS,SMG9E17,Abastecimento Frotas RRP,06/08/2025 23:02:09,06/08/2025 23:11:09,07/08/2025 00:11:17,Saiu da cerca,9m,44459,613210,170896
RIBAS,SMG9E17,Pro LOG,06/08/2025 23:02:31,06/08/2025 23:11:09,07/08/2025 00:11:17,Saiu da cerca,8m,44459,613210,185128
RIBAS,SYE7D16,Oficina JSL,06/08/2025 12:10:29,06/08/2025 23:10:06,07/08/2025 00:10:12,Saiu da cerca,10h 59m,39450,600098,181600
RIBAS,SYD5G53,Agua Clara,06/08/2025 22:33:54,06/08/2025 23:08:28,07/08/2025 00:08:40,Saiu da cerca,34m,39450,583522,171261
RIBAS,SYD5G44,PA AGUA CLARA,06/08/2025 22:28:01,06/08/2025 23:07:40,07/08/2025 00:07:49,Saiu da cerca,39m,39450,586866,185766
RIBAS,SYD5G24,Abastecimento Frotas RRP,06/08/2025 22:57:09,06/08/2025 23:07:09,07/08/2025 00:07:18,Saiu da cerca,10m,39450,593003,170896
RIBAS,SYD5G24,Pro LOG,06/08/2025 22:57:09,06/08/2025 23:07:09,07/08/2025 00:07:18,Saiu da cerca,10m,39450,593003,185128
RIBAS,SYD5G30,Agua Clara,06/08/2025 22:41:44,06/08/2025 23:06:10,07/08/2025 00:06:18,Saiu da cerca,24m,39450,612652,171261
RIBAS,SYD5G67,Buffer frotas ,06/08/2025 23:04:56,06/08/2025 23:05:50,07/08/2025 00:05:58,Saiu da cerca,0m,39450,593649,170884
RIBAS,SYD5G67,Carregamento Fabrica RRP,06/08/2025 21:28:25,06/08/2025 23:03:41,07/08/2025 00:03:51,Saiu da cerca,1h 35m,39450,593649,170885
RIBAS,SYD5G62,Agua Clara,06/08/2025 22:54:14,06/08/2025 23:03:16,07/08/2025 00:03:25,Saiu da cerca,9m,39450,582326,171261
RIBAS,SYD5F90,Agua Clara,06/08/2025 22:54:12,06/08/2025 23:03:17,07/08/2025 00:03:25,Saiu da cerca,9m,39450,595283,171261
RIBAS,SYL5J46,Descarga Inocencia,06/08/2025 21:11:14,06/08/2025 22:55:39,07/08/2025 00:01:44,Saiu da cerca,1h 44m,39450,595218,171260
RIBAS,SMG9D17,Abastecimento Frotas RRP,06/08/2025 22:48:54,06/08/2025 22:59:58,07/08/2025 00:00:08,Saiu da cerca,11m,44459,613394,170896
RIBAS,SMG9D17,Pro LOG,06/08/2025 22:49:28,06/08/2025 22:59:58,07/08/2025 00:00:08,Saiu da cerca,10m,44459,613394,185128
RIBAS,SYD5G37,Pro LOG,06/08/2025 22:46:18,06/08/2025 22:57:54,06/08/2025 23:58:32,Saiu da cerca,11m,39450,593622,185128
RIBAS,SYD5G37,Abastecimento Frotas RRP,06/08/2025 22:45:33,06/08/2025 22:57:54,06/08/2025 23:58:31,Saiu da cerca,12m,39450,593622,170896
RIBAS,RWD4B32,Buffer frotas ,06/08/2025 22:19:09,06/08/2025 22:57:16,06/08/2025 23:57:25,Saiu da cerca,38m,44459,620722,170884
RIBAS,SYD5G49,Abastecimento Frotas RRP,06/08/2025 22:46:14,06/08/2025 22:55:00,06/08/2025 23:55:39,Saiu da cerca,8m,39450,612802,170896
RIBAS,SYD5G49,Pro LOG,06/08/2025 22:46:14,06/08/2025 22:55:00,06/08/2025 23:55:39,Saiu da cerca,8m,39450,612802,185128
FILIAL 16622,SYR4E37,Carregamento Fabrica,06/08/2025 21:42:21,06/08/2025 22:54:07,06/08/2025 23:54:13,Saiu da cerca,1h 11m,16622,589829,185186
RIBAS,SYD5F96,Descarga Inocencia,06/08/2025 21:45:38,06/08/2025 22:53:20,06/08/2025 23:53:32,Saiu da cerca,1h 7m,39450,593652,171260
RIBAS,SYD5F96,Terminal Inocencia,06/08/2025 21:45:38,06/08/2025 22:49:20,06/08/2025 23:52:26,Saiu da cerca,1h 3m,39450,593652,185549
RIBAS,SYD5F96,Patio Carregado INO,06/08/2025 21:47:02,06/08/2025 22:49:20,06/08/2025 23:52:26,Saiu da cerca,1h 2m,39450,593652,185552
FILIAL 16622,SYD5F88,SELVIRIA,06/08/2025 22:43:27,06/08/2025 22:49:30,06/08/2025 23:50:55,Saiu da cerca,6m,16622,582309,51127
RIBAS,SYD5G67,Enlonamento RRP,06/08/2025 22:48:34,06/08/2025 22:50:35,06/08/2025 23:50:45,Saiu da cerca,2m,39450,593649,184474
RIBAS,SYD5G19,Carregamento RRp,06/08/2025 22:32:44,06/08/2025 22:49:32,06/08/2025 23:49:39,Saiu da cerca,16m,39450,595390,169314
RIBAS,SYD5G67,Carregamento RRp,06/08/2025 22:15:13,06/08/2025 22:48:34,06/08/2025 23:48:44,Saiu da cerca,33m,39450,593649,169314
RIBAS,SYD5G63,Carregamento RRp,06/08/2025 22:36:52,06/08/2025 22:47:04,06/08/2025 23:47:13,Saiu da cerca,10m,39450,595770,169314
FILIAL 16622,SYD5G60,MONTANINI,06/08/2025 22:38:50,06/08/2025 22:47:00,06/08/2025 23:47:08,Saiu da cerca,8m,16622,584818,51131
RIBAS,SYD5G51,Agua Clara,06/08/2025 21:53:00,06/08/2025 22:45:50,06/08/2025 23:45:52,Saiu da cerca,52m,39450,593018,171261
RIBAS,SYD5G51,PA AGUA CLARA,06/08/2025 22:02:07,06/08/2025 22:45:50,06/08/2025 23:45:52,Saiu da cerca,43m,39450,593018,185766
RIBAS,SYD5G01,Oficina JSL,06/08/2025 22:44:24,06/08/2025 22:45:25,06/08/2025 23:45:31,Saiu da cerca,1m,39450,593678,181600
RIBAS,SYD5G57,Agua Clara,06/08/2025 22:19:27,06/08/2025 22:42:55,06/08/2025 23:45:26,Saiu da cerca,23m,39450,595761,171261
RIBAS,SMH0F11,Carregamento RRp,06/08/2025 22:42:16,06/08/2025 22:44:17,06/08/2025 23:44:25,Saiu da cerca,2m,44459,618629,169314
RIBAS,SYE7D12,Carregamento Fabrica RRP,06/08/2025 21:28:48,06/08/2025 22:43:08,06/08/2025 23:43:15,Saiu da cerca,1h 14m,39450,600095,170885
RIBAS,SYD5G54,Enlonamento RRP,06/08/2025 22:36:00,06/08/2025 22:42:55,06/08/2025 23:43:04,Saiu da cerca,6m,39450,585061,184474
RIBAS,SMH0F11,Enlonamento RRP,06/08/2025 22:40:15,06/08/2025 22:42:16,06/08/2025 23:42:25,Saiu da cerca,2m,44459,618629,184474
